Battery_Temp_degC,Voltage,Current,Wh,Ah,SoH
6.352821,0.670539188,0.537024873,0.19341215,0.162015052,5.400501738
0.11523611,0.722067499,0.590551448,0.008158923,0.128744532,4.291484387
7.563412,0.71809845,0.560558927,0.18519242,0.152521055,5.084035179
0.6723082,0.778160846,0.562417591,0.031938307,0.111341484,3.711382803
2.6268287,0.792626274,0.582246816,0.10642626,0.09434128,3.144709325
4.766609,0.770988166,0.596796787,0.10270889,0.08387399,2.795799679
8.574417,0.725064695,0.542472118,0.21195853,0.119791225,3.993040845
10.284057,0.675539178,0.567566448,0.14349753,0.124545182,4.151506051
3.1942048,0.661477882,0.555091935,0.11431161,0.139042419,4.634747307
6.4007034,0.632511944,0.523874563,0.14336176,0.152844104,5.094803472
5.6719923,0.637467963,0.54941178,0.08573319,0.159162055,5.305401832
5.554547,0.660108656,0.548264545,0.19636272,0.152757154,5.091905147
8.471123,0.697454488,0.533730495,0.20048209,0.14559641,4.853213678
0.21389657,0.734184253,0.574373198,0.016872765,0.128022729,4.267424289
2.8169303,0.724860322,0.61138916,0.04503501,0.113666852,3.788895054
7.174399,0.727133489,0.568235487,0.18137445,0.121781044,4.059368117
5.6000094,0.720270622,0.571666926,0.17876709,0.121861078,4.062035922
5.1759377,0.728795457,0.583875763,0.15842736,0.111814518,3.727150603
7.558813,0.679800498,0.526835209,0.18742153,0.143483368,4.782778919
4.8599854,0.702490175,0.503065807,0.14178462,0.154250669,5.141688983
3.0359259,0.71492281,0.555675542,0.046927895,0.137679408,4.589313616
8.130667,0.702490699,0.552363908,0.20832162,0.143660186,4.788672874
2.3130603,0.729041684,0.571168435,0.09644977,0.132297072,4.409902394
0.53925097,0.751174796,0.615066797,0.026288649,0.102986982,3.432899403
8.326283,0.740868485,0.594576824,0.16643372,0.119763949,3.992131638
5.974874,0.72866565,0.552997375,0.16887319,0.130952878,4.365095931
0.8077932,0.748176062,0.60096665,0.041632045,0.100116476,3.337215868
11.216948,0.658528346,0.581962162,0.11025328,0.135552705,4.518423515
11.449538,0.593684006,0.553964537,0.15187985,0.180190693,6.006356428
8.723529,0.593697143,0.560828227,0.20967685,0.173234104,5.774470121
7.874816,0.569463623,0.572662193,0.14867973,0.178704105,5.956803511
8.53835,0.543988204,0.523688614,0.19357294,0.213452575,7.11508582
1.5480821,0.6249147,0.54500432,0.056972627,0.172798864,5.759962127
0.31337154,0.709330916,0.575970972,0.019858155,0.126511397,4.217046568
7.2728853,0.683780313,0.612369579,0.07884084,0.130621936,4.354064533
1.395339,0.73999635,0.64454245,0.06653469,0.103506844,3.450228119
6.719139,0.746321797,0.643387157,0.18843128,0.097981699,3.266056621
7.7396336,0.710951459,0.616333979,0.16376875,0.122912002,4.097066739
1.5301778,0.683595371,0.600256664,0.06807294,0.13051318,4.350439335
4.8857646,0.73129524,0.56709078,0.15826249,0.115410111,3.847003703
8.849027,0.646842688,0.539962167,0.054767717,0.144283064,4.809435457
9.124471,0.633536321,0.54752022,0.20371063,0.146354853,4.878495087
0.19614862,0.684360665,0.593280983,0.010929818,0.113249897,3.774996574
3.0529156,0.652260774,0.606088078,0.05470872,0.122489836,4.082994536
8.302675,0.634054822,0.595690572,0.19866602,0.137193795,4.57312651
1.4826621,0.69044838,0.611933744,0.046745695,0.107319819,3.577327306
8.119322,0.697401667,0.620601869,0.12431336,0.107934903,3.597830112
8.724174,0.641324258,0.561981702,0.13009703,0.152161552,5.072051734
1.2077041,0.700798321,0.557884109,0.06732285,0.14167613,4.722537672
6.2144194,0.715799952,0.565799177,0.16302776,0.134714153,4.490471755
1.5155866,0.74614383,0.578096008,0.049049217,0.136971354,4.565711816
7.3698993,0.710242254,0.587275147,0.052115418,0.14295184,4.765061339
0.8972751,0.743515617,0.621420825,0.03948602,0.103259078,3.44196928
1.4593364,0.728030139,0.606599486,0.06817197,0.104102946,3.470098202
8.950353,0.699073559,0.609591299,0.19772594,0.106464586,3.548819547
1.0198723,0.691525573,0.59101637,0.051644724,0.10242618,3.414206008
2.957286,0.754743278,0.602640253,0.08689889,0.076078224,2.535940806
7.2035356,0.726225209,0.591683739,0.15646775,0.101077022,3.36923408
1.220755,0.723251915,0.60201326,0.060645018,0.099729138,3.324304596
4.3929334,0.755854654,0.615896463,0.13468812,0.089309406,2.976980185
9.51866,0.698453212,0.586367863,0.14499462,0.131318533,4.377284423
0.1423771,0.72147907,0.61474703,0.009886135,0.115257259,3.841908636
2.5709012,0.72987597,0.63153618,0.07264724,0.099889517,3.329650573
2.2523656,0.714898276,0.629069,0.07434677,0.104884737,3.496157912
9.519495,0.671250629,0.620572132,0.17637311,0.116940468,3.898015606
0.28108522,0.736733866,0.664599264,0.017463768,0.06999357,2.333119009
7.9586835,0.6874053,0.601541013,0.19726264,0.105441806,3.514726864
2.913182,0.71747191,0.600372821,0.077268474,0.10824426,3.608141995
0.4655751,0.752970946,0.610726005,0.028813176,0.098617096,3.287236523
1.556025,0.800696695,0.645773488,0.046214093,0.072336383,2.411212778
0.36963734,0.813563526,0.659566706,0.020626755,0.073289715,2.442990504
0.8236292,0.852571642,0.718475986,0.028120346,0.042291694,1.409723138
7.514897,0.833978391,0.674544579,0.2093544,0.06026616,2.008872007
1.929064,0.810346377,0.667402226,0.05277561,0.068497446,2.283248206
5.539426,0.787860596,0.617688966,0.15406434,0.087494462,2.916482066
6.6144557,0.731393003,0.562049091,0.15902208,0.115557765,3.851925495
1.1883526,0.71422534,0.532979131,0.054641023,0.117966422,3.932214081
2.9303432,0.716386366,0.565185601,0.121911064,0.098751488,3.291716278
2.2354622,0.695370436,0.571842545,0.051950514,0.099827778,3.327592611
1.0063666,0.718036163,0.607072067,0.047518298,0.076552106,2.551736857
3.965068,0.681363177,0.632827485,0.049328964,0.072643662,2.421455408
0.78142333,0.702850866,0.662643123,0.03339314,0.070407087,2.346902912
10.18449,0.650801265,0.652425718,0.11999783,0.097511146,3.250371541
0.33608294,0.688765204,0.650439394,0.018160397,0.08711332,2.903777336
3.2327256,0.670331371,0.648799384,0.112821214,0.098785941,3.29286471
2.4827507,0.749540055,0.654489779,0.09428288,0.088316347,2.943878223
5.687015,0.707978809,0.592007995,0.15439473,0.113533944,3.784464796
8.206529,0.743135083,0.579357654,0.1883053,0.103804025,3.460134168
5.3597765,0.714041853,0.547257084,0.17588666,0.129003197,4.300106565
8.843369,0.693701315,0.523817736,0.18903221,0.145644379,4.854812622
10.182814,0.627867913,0.490687436,0.15750208,0.177469373,5.915645758
2.276629,0.639114368,0.519392711,0.0969791,0.160385469,5.346182287
10.0153055,0.610323685,0.526104152,0.08564092,0.175863746,5.86212486
1.5236208,0.61582039,0.556744623,0.054965533,0.158563982,5.285466065
1.0551486,0.656392652,0.617651463,0.033546235,0.130931442,4.364381408
5.0365715,0.69513461,0.612551957,0.14190999,0.110288005,3.676266844
1.026387,0.704264134,0.618517321,0.04798069,0.103433266,3.447775543
8.594858,0.725439084,0.608550316,0.11929951,0.101562086,3.385402858
4.362303,0.720492411,0.58152985,0.16080603,0.114910053,3.830335091
0.37883788,0.728809154,0.570058507,0.023322983,0.110200193,3.673339759
2.0099368,0.743783629,0.604196846,0.08500292,0.095733658,3.191121941
8.018636,0.713490033,0.576131809,0.1818526,0.123145255,4.104841848
7.920813,0.720896757,0.594557095,0.1365876,0.112738863,3.757962088
0.4412581,0.756093442,0.634674644,0.027141415,0.092486291,3.082876367
9.309526,0.697455537,0.593827891,0.17798924,0.123814461,4.1271487
4.414446,0.690736389,0.586895144,0.09992748,0.134842247,4.494741571
3.2947028,0.709609222,0.598558748,0.11129273,0.11892597,3.964198989
8.627084,0.716025507,0.580699211,0.21159182,0.117869275,3.928975823
10.033502,0.649147439,0.536709994,0.19687112,0.150101712,5.003390412
5.8991423,0.692866921,0.520601803,0.13296393,0.150918952,5.030631721
1.319254,0.715884948,0.541160196,0.044901326,0.13593536,4.531178673
6.33041,0.709376037,0.523268533,0.17356154,0.148983161,4.966105372
9.304533,0.693081594,0.530964202,0.16231109,0.154785378,5.159512609
4.900903,0.711914146,0.52942571,0.0812969,0.139083274,4.636109124
7.1470585,0.703511751,0.526886243,0.20201641,0.139363013,4.645433774
5.55346,0.669187891,0.496757036,0.0973934,0.158553615,5.285120507
10.673359,0.628858453,0.509838665,0.14553587,0.176327035,5.877567828
4.529981,0.652103549,0.51263361,0.13210836,0.159477708,5.315923591
1.8308821,0.675329918,0.528671825,0.07535025,0.150862394,5.028746451
0.42954278,0.702180129,0.590589488,0.02801695,0.118842399,3.961413292
4.509469,0.671923405,0.598798609,0.08537351,0.118463188,3.948772935
0.7982722,0.753604531,0.63317132,0.03657506,0.075527896,2.51759652
5.316271,0.75517261,0.629952407,0.17738375,0.077711896,2.590396541
0.9543054,0.767910874,0.641398263,0.04917081,0.072897552,2.429918411
4.340028,0.699220622,0.60713017,0.053050313,0.098423144,3.280771474
2.3438482,0.685143638,0.624843693,0.031526867,0.087595515,2.919850498
0.3746552,0.679618704,0.650746381,0.024051804,0.084081342,2.802711402
1.5039907,0.712601328,0.678911471,0.07144174,0.066862497,2.228749891
1.0650308,0.701947367,0.676291287,0.04545407,0.06746437,2.248812318
8.708149,0.711616075,0.66164391,0.1611449,0.072090578,2.403019269
2.16832,0.765643668,0.646234369,0.0964529,0.068039036,2.26796786
1.8443345,0.771020246,0.618345344,0.049368765,0.07872989,2.624329651
2.1884468,0.763793612,0.622669983,0.065182485,0.083819713,2.793990423
0.97438025,0.776324391,0.623245108,0.051340945,0.083435578,2.78118593
0.2213396,0.848953247,0.677097023,0.019905785,0.05181405,1.727134989
7.499276,0.844813144,0.642013854,0.21457133,0.074680256,2.489341851
5.2330184,0.78882097,0.629316384,0.11859872,0.085320547,2.844018247
8.138375,0.7586573,0.590617335,0.1753334,0.107939519,3.597983972
6.6251917,0.723163617,0.575730133,0.14975885,0.135316882,4.510562749
7.402833,0.675711894,0.515875018,0.19816673,0.16759492,5.586497337
1.1517013,0.661679018,0.592325622,0.022010155,0.14007523,4.669174328
0.7694421,0.997182715,0.925598991,0.005946605,0.057250671,1.908355691
0.58452356,0.997246337,0.927256596,0.006397539,0.057443656,1.914788534
0.49482659,0.998509383,0.944466496,0.001577818,0.044222394,1.474079788
1.258841,0.998385811,0.939173436,0.020821424,0.048526797,1.617559915
0.9225148,0.999213374,0.959846723,0.005061093,0.039236493,1.307883114
0.27407828,0.999363744,0.970648098,0.001043944,0.03459818,1.153272676
1.6272299,0.999127817,0.965767682,0.013210408,0.0445363,1.484543346
2.1055493,0.99813894,0.939150286,0.020463102,0.058389469,1.946315629
0.9249507,0.998181784,0.936211562,0.005859761,0.054883267,1.829442245
0.41057026,0.998400104,0.941841221,0.000920342,0.05004902,1.668300678
2.6123214,0.996964729,0.928713536,0.03704275,0.0717986,2.393286663
0.27152967,0.997233272,0.933791637,0.0015024,0.058751244,1.958374791
1.6334586,0.997459877,0.950754082,0.015231382,0.055538351,1.851278357
1.1403965,0.997468114,0.957224345,0.010297723,0.057915939,1.930531301
0.71746993,0.997410607,0.957307339,0.001896274,0.060886683,2.029556086
0.5860512,0.998743272,0.968336105,0.001707138,0.04214712,1.404904003
2.3536596,0.997540295,0.953326714,0.018783707,0.060875165,2.029172182
1.0533273,0.998144865,0.940038848,0.007842661,0.055115084,1.837169478
0.4117276,0.998261309,0.939282346,0.001020622,0.04793755,1.597918322
2.2427037,0.997578454,0.929924035,0.04010415,0.062425851,2.080861703
2.241843,0.996841717,0.925071657,0.015880592,0.077974455,2.599148502
0.44372153,0.998005128,0.933633065,0.002234343,0.060899018,2.029967258
0.27338114,0.998201871,0.956655383,0.00056242,0.053842875,1.794762487
1.0588943,0.998076141,0.957097268,0.008266437,0.060189274,2.006309132
0.43557945,0.998843277,0.959709942,0.001558851,0.042942258,1.431408587
0.11422661,0.999703038,0.966473222,0.000378199,0.022820638,0.760687922
1.0547377,0.999471545,0.969503629,0.008021918,0.028688985,0.956299513
0.3266341,0.999459386,0.953113759,0.00196093,0.029156299,0.97187664
1.0666857,0.999419653,0.94849149,0.016507393,0.029182286,0.97274287
0.1968702,0.999445784,0.954146779,0.000640316,0.026885173,0.896172446
1.4453413,0.998987317,0.948957253,0.016294511,0.039731044,1.324368119
0.7546698,0.999136329,0.944565344,0.005804546,0.036822443,1.227414782
1.5828651,0.998563254,0.947780097,0.018435434,0.048532704,1.617756784
1.8614811,0.998222828,0.945105195,0.009607673,0.055643189,1.854772965
0.93613505,0.997955346,0.943371367,0.004423972,0.062709641,2.090321382
0.6354059,0.998367846,0.951149845,0.00133334,0.055031127,1.834370916
1.5511714,0.997999847,0.946015024,0.010477569,0.06227854,2.075951323
1.7121075,0.998338437,0.955435348,0.015450346,0.064174823,2.139160757
0.8078613,0.998736751,0.961018956,0.005111265,0.054489408,1.816313614
0.6513509,0.998925972,0.953227234,0.003199253,0.051676315,1.722543836
0.3159163,0.998951089,0.951075625,0.000923172,0.048485165,1.61617217
0.8432233,0.999255466,0.961802208,0.004864131,0.042146266,1.404875517
0.47554022,0.999465334,0.960560071,0.00210121,0.029991245,0.999708176
1.1092656,0.999284053,0.95463568,0.007901443,0.03269083,1.089694326
0.91335833,0.999236465,0.958605742,0.011945749,0.035421287,1.180709551
0.82504797,0.999183977,0.959693038,0.004984618,0.040487728,1.349590917
1.724615,0.998717237,0.949814534,0.010938167,0.048271006,1.60903352
0.7831394,0.998632765,0.934895396,0.007296822,0.05117846,1.705948661
1.6348658,0.998447239,0.93371017,0.02654339,0.056319506,1.877316882
1.5813963,0.998049986,0.925928891,0.022942293,0.06233877,2.077959006
0.74701434,0.997973168,0.923478532,0.003177228,0.061485223,2.049507449
0.5670214,0.998581386,0.932795238,0.001693696,0.051002973,1.700099111
0.35293573,0.998708582,0.931566775,0.001772626,0.04690875,1.563625
0.39834225,0.999198854,0.935988629,0.003506015,0.035137214,1.171240459
0.7653233,0.99957875,0.942185926,0.005262725,0.027585039,0.919501285
0.49242255,0.999683273,0.940716982,0.001788859,0.025058864,0.835295469
0.063133664,0.99974215,0.946028996,0.000340136,0.020177743,0.67259145
0.50295925,0.999732876,0.966905272,0.003639121,0.021745496,0.724849872
1.2387713,0.999375832,0.965953553,0.011078865,0.029744986,0.991499533
1.1967132,0.99915489,0.949493909,0.01338216,0.03346444,1.115481341
0.9851507,0.998980796,0.949263895,0.009982527,0.038266832,1.275561064
0.018030431,0.998981357,0.950284278,3.00E-05,0.037816619,1.260553952
2.0351245,0.998346114,0.940102232,0.011012904,0.05188122,1.729373999
0.27525178,0.998726034,0.944741249,0.001752046,0.042691421,1.423047352
1.43348,0.998776293,0.961303902,0.011933487,0.045225417,1.507513913
0.36834067,0.998969328,0.964800251,0.001603605,0.039276708,1.309223603
0.66284233,0.998835278,0.94919312,0.004711711,0.04547034,1.515678006
0.12266131,0.999492002,0.960474551,0.000231259,0.02762415,0.920804994
1.7743073,0.998463452,0.94278779,0.016929263,0.041157025,1.371900818
2.318245,0.997644699,0.937202597,0.023080252,0.048769612,1.625653735
0.9335904,0.997416222,0.93196162,0.006555425,0.054112153,1.803738444
0.8868465,0.997465384,0.94389677,0.008937589,0.056527507,1.884250237
0.89978814,0.997254932,0.9393659,0.00385987,0.064023854,2.134128461
1.6015468,0.997493684,0.947795451,0.017459506,0.062877224,2.09590748
0.6826056,0.998485911,0.957036638,0.002842168,0.048188182,1.606272732
0.40918267,0.998723209,0.96097827,0.000963206,0.043208095,1.440269848
0.73565453,0.99869169,0.950206327,0.003207208,0.041469055,1.382301822
0.69981563,0.998753297,0.950068223,0.001995566,0.039547605,1.318253502
2.3439722,0.998287559,0.947021759,0.019740053,0.045897251,1.529908354
1.1780553,0.998054349,0.944367278,0.011732678,0.050652986,1.688432867
2.2040608,0.997515965,0.939788318,0.016435713,0.067865459,2.262181963
2.0246508,0.996678305,0.932685018,0.031120706,0.079522456,2.650748541
1.0679753,0.996586943,0.932131398,0.009754073,0.083124036,2.770801211
0.06534659,0.99785862,0.949369788,0.000145929,0.062313934,2.077131141
0.76653564,0.998082888,0.955653274,0.002542709,0.058437002,1.947900051
0.11660905,0.998640287,0.954908574,0.000395002,0.038367437,1.278914573
0.06800275,0.99959321,0.975404906,0.000109649,0.020338063,0.677935417
0.98042434,0.999558592,0.97372961,0.006176317,0.019427454,0.647581802
0.360917,0.999527872,0.963335061,0.001632701,0.022298254,0.74327514
0.24058986,0.999675167,0.965895796,0.000586102,0.017224773,0.574159105
1.2180357,0.999400675,0.968510044,0.007091972,0.027781552,0.926051747
0.34808165,0.999381673,0.968765545,0.001175562,0.030568623,1.018954093
0.62696254,0.999571621,0.946072066,0.005183564,0.027050966,0.901698855
1.6844201,0.998572552,0.933590543,0.017645719,0.038763545,1.292118157
0.61124194,0.998482656,0.930262649,0.001753604,0.042353127,1.411770893
1.8282725,0.998302066,0.910947037,0.030840924,0.048111473,1.60371578
1.7173502,0.997468543,0.881754112,0.01746745,0.060010927,2.000364239
0.7925404,0.997387552,0.899070048,0.005689615,0.061693682,2.056456072
1.3096728,0.99796524,0.909434998,0.009691308,0.058995939,1.966531289
1.5229048,0.997363842,0.903656042,0.013248823,0.067539664,2.25132212
0.6777257,0.997763431,0.92774421,0.004243428,0.056780084,1.892669474
1.9473736,0.997648907,0.943925941,0.023031041,0.059711467,1.990382249
0.6262516,0.997733617,0.953840613,0.00382264,0.058225781,1.94085937
0.18017611,0.998180175,0.956887484,0.000615087,0.047466174,1.582205798
0.548187,0.998785675,0.960091853,0.002402112,0.038267667,1.275588889
1.3307644,0.998300254,0.9371171,0.011273154,0.043939576,1.464652537
0.32465422,0.999244773,0.946351862,0.000747091,0.028833481,0.961116025
0.17667857,0.999324989,0.947905183,0.001319924,0.024429644,0.814321463
1.5454214,0.998788917,0.941010058,0.010413461,0.037155558,1.238518587
1.1898061,0.998458683,0.926306391,0.010643302,0.042990281,1.433009375
0.39526227,0.998949683,0.947505105,0.001659141,0.034482968,1.149432268
0.7424664,0.99881624,0.933353531,0.004914141,0.038269574,1.275652479
0.33539373,0.998792148,0.928133094,0.001714257,0.039805818,1.326860599
1.0522565,0.999050987,0.936949205,0.005532965,0.035457043,1.181901433
0.20140497,0.999466896,0.957711852,0.000501898,0.026300219,0.876673951
1.5008408,0.999108517,0.953802121,0.016304048,0.036947686,1.231589547
1.0600312,0.999018598,0.959210634,0.014011061,0.040199357,1.339978582
0.04854999,0.999046433,0.965906346,4.86E-05,0.037384764,1.246158804
1.1068002,0.999055815,0.965032661,0.010274705,0.037904801,1.263493374
0.29135352,0.999046052,0.963967562,0.001204762,0.038791043,1.293034758
1.1717601,0.999015677,0.957219338,0.006855071,0.035312089,1.177069626
1.6180891,0.998774517,0.963084865,0.012607382,0.040733078,1.357769252
0.120968536,0.998772943,0.963507116,0.000229918,0.041456446,1.381881535
0.4792489,0.998973513,0.967889595,0.001425405,0.035470059,1.182335292
1.2272701,0.998645735,0.957703912,0.010824633,0.044211201,1.4737067
0.33512783,0.999063253,0.967143083,0.001099506,0.036456498,1.215216604
0.91326886,0.999323571,0.959725106,0.010371432,0.029636515,0.987883843
0.77843976,0.999224937,0.955141377,0.002577554,0.036056212,1.20187372
0.4972968,0.999230921,0.95101099,0.001659801,0.036215415,1.207180495
0.77318275,0.99940927,0.957793653,0.00254714,0.03208813,1.069604332
0.28643605,0.999409187,0.961725378,0.000784333,0.031633272,1.054442388
1.5461804,0.999010873,0.95625608,0.017979084,0.03712771,1.237590325
0.6114951,0.999029958,0.956541216,0.001993978,0.035499384,1.183312808
0.1881555,0.999087179,0.962666714,0.00057284,0.03251538,1.083845999
0.80255044,0.999076545,0.960871935,0.004837848,0.032740036,1.091334528
1.4176598,0.998549497,0.945659614,0.013525484,0.043126614,1.437553807
1.1633625,0.998742092,0.955981898,0.006787655,0.039861709,1.328723623
0.078917965,0.998822522,0.960206735,0.000129726,0.034650576,1.155019185
0.7924553,0.998635149,0.947175956,0.007983693,0.040368206,1.345606868
0.2826156,0.998791575,0.95288924,0.000762071,0.03544603,1.181534324
1.3290842,0.998825979,0.957058716,0.012368494,0.034799635,1.159987841
1.0248193,0.999027789,0.962377369,0.007217227,0.033767371,1.125579048
0.7737294,0.998908055,0.955283487,0.006071105,0.040527177,1.350905914
1.1639144,0.998805773,0.964124942,0.009186969,0.044222141,1.474071362
1.2215035,0.998462987,0.958021152,0.007554521,0.053070985,1.769032826
1.0087575,0.998818064,0.95744555,0.012683523,0.050319563,1.677318762
0.8170926,0.998876476,0.944376338,0.00520187,0.048029582,1.600986073
0.29804718,0.998975229,0.950184691,0.00063496,0.043433275,1.44777583
0.6773996,0.999184716,0.93206203,0.004716847,0.0386776,1.289253328
0.15825151,0.999545133,0.940491676,0.000236913,0.028606614,0.953553797
0.09214174,0.999704468,0.952301538,0.00016029,0.019699087,0.656636224
0.8368901,0.999638081,0.953385973,0.004387939,0.019940041,0.664668024
0.2520373,0.99964335,0.950751913,0.001039041,0.019478253,0.649275087
1.8387666,0.998708057,0.947205245,0.021789039,0.029635186,0.987839528
0.29565746,0.9986889,0.945407844,0.00077222,0.030986585,1.032886173
0.19958243,0.998683751,0.932332015,0.000690744,0.032029004,1.06763348
2.03447,0.997603858,0.925446153,0.030116178,0.042729175,1.424305836
0.598379,0.997537541,0.920782363,0.004282884,0.046106833,1.536894422
0.310093,0.998543453,0.94673568,0.001339115,0.032504276,1.08347586
2.072585,0.997261465,0.919205296,0.020094007,0.04784206,1.594735322
0.26243085,0.997261024,0.932135093,0.00227515,0.048500383,1.616679418
1.9660718,0.997948813,0.936796558,0.01783668,0.048276895,1.60922983
0.5864571,0.997947454,0.937827301,0.003989885,0.048184102,1.606136747
1.5160654,0.997508907,0.92285037,0.01379615,0.05932208,1.977402673
1.8766629,0.998033822,0.93636806,0.016287124,0.058420733,1.94735776
0.47760224,0.997987616,0.932034385,0.002394185,0.060482293,2.016076421
2.3427274,0.997642386,0.928757215,0.021080194,0.06346462,2.115487332
0.4765233,0.99765017,0.918490481,0.002965393,0.062262663,2.075422083
0.8834456,0.997987807,0.93312341,0.002560621,0.056764641,1.892154689
1.3406737,0.998430324,0.940616417,0.006311303,0.052274846,1.742494876
0.5672073,0.998395324,0.941430521,0.002351738,0.053129928,1.770997594
0.40452707,0.999338865,0.956427681,0.002635593,0.035680466,1.189348859
0.296655,0.999391115,0.960647678,0.001123331,0.034001749,1.133391634
1.6748737,0.999123621,0.954297519,0.018583134,0.041580949,1.386031633
1.4475541,0.998908925,0.954426682,0.012958085,0.042683835,1.422794486
0.44228092,0.99895376,0.95532937,0.003918963,0.041524185,1.384139508
0.9813665,0.998744416,0.947849941,0.008632709,0.046895928,1.56319761
0.86521876,0.998621464,0.949678147,0.008832136,0.052436319,1.747877312
0.008178609,0.146908043,0.047348064,0.99448615,0.008604159,0.286805302
0.10196496,0.155848984,0.04666774,0.9371777,0.007839877,0.261329225
0.016469846,0.121686952,0.032495431,0.97056746,0.004221714,0.140723816
0.077507704,0.118799017,0.032963446,0.96311694,0.00395416,0.131805325
0.5522963,0.140147822,0.042919454,0.8812416,0.006773826,0.225794207
0.011670758,0.146053226,0.043321246,0.9755448,0.006807438,0.226914594
0.10221991,0.140006532,0.042004332,0.950562,0.006813211,0.227107023
0.036978606,0.152296658,0.04499771,0.9784165,0.00701179,0.233726342
0.54820603,0.173281591,0.057323556,0.85278773,0.011134043,0.371134774
0.2760738,0.165428655,0.048427915,0.94316894,0.008797781,0.293259375
0.084600136,0.18158392,0.053553903,0.9728223,0.009488656,0.316288535
0.45760915,0.196591359,0.062139766,0.9297133,0.012551606,0.41838688
0.07200943,0.200313902,0.062863333,0.9625926,0.012883633,0.42945444
0.21798833,0.189582181,0.054814991,0.9204616,0.010041605,0.334720171
0.017137948,0.161822386,0.045301289,0.95393276,0.007721094,0.257369801
0.15540747,0.16285475,0.047215084,0.96161306,0.008354384,0.278479451
0.011805564,0.128842634,0.033144501,0.9928548,0.004438058,0.147935269
0.20890865,0.138312209,0.03819753,0.9506652,0.005664214,0.188807133
0.5114025,0.159878018,0.042976058,0.8529241,0.008248475,0.274949181
0.003840534,0.151850307,0.040878825,0.9838062,0.008120161,0.270672041
0.09014642,0.140034419,0.038425839,0.9554053,0.007542595,0.251419843
0.03895352,0.140616263,0.040043221,0.9658826,0.007802777,0.260092575
0.21371627,0.140387745,0.041434203,0.942926,0.00786667,0.262222329
0.117630675,0.108440179,0.03201154,0.9532688,0.004365071,0.145502372
0.005674117,0.109017249,0.032177056,0.9769936,0.004382936,0.146097857
0.061061587,0.114001881,0.03180832,0.9764844,0.004107303,0.136910094
0.1224463,0.120555387,0.034286451,0.96129394,0.004893119,0.163103967
0.05082311,0.112300623,0.027504036,0.96034986,0.003399807,0.113326912
0.111578986,0.116956841,0.028301354,0.94197565,0.003339621,0.111320713
0.5977913,0.166784905,0.04900004,0.905992,0.008564577,0.285485884
0.111962035,0.164766364,0.050884824,0.9324802,0.009035618,0.301187267
0.001021773,0.146956761,0.044727605,0.98979884,0.007883598,0.262786615
0.06744686,0.136719606,0.043700225,0.9589755,0.008041742,0.268058083
0.007320898,0.117741654,0.0371384,0.994884,0.00706631,0.235543651
0.12178149,0.092098079,0.023834818,0.9290584,0.002930104,0.097670117
0.2119223,0.107744861,0.028798202,0.91893494,0.003832768,0.12775892
0.09873729,0.138207918,0.036600302,0.9482584,0.004759971,0.158665688
